time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15
60351;0;3350;6;-57;57;2548.702148;1;-82;-807;0.0;26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.9;23;24;24;28;16;32;26;22;30;22;32;20;26;16;34;24;18
60850;0;3350;6;-58;58;2547.749756;1;-82;-824;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.6;23;20;20;24;18;32;26;18;30;20;34;22;26;18;38;22;20
61349;0;3350;6;-59;59;2548.106934;1;-81;-820;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.9;23;22;18;30;18;32;26;22;30;22;32;20;24;22;32;26;18
61848;0;3350;6;-59;59;2545.954590;1;-81;-801;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.8;23;22;18;28;12;32;26;22;30;24;32;18;28;20;30;24;18
62347;0;3350;6;-59;59;2542.666504;1;-81;-818;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.9;23;20;20;32;14;30;26;24;32;20;34;22;26;16;36;24;16
62846;0;3350;6;-59;59;2542.520020;1;-81;-821;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.6;23;20;18;26;12;30;24;22;30;22;32;26;26;20;34;24;18
63345;0;3350;6;-59;59;2544.662109;1;-81;-789;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.9;23;18;18;26;18;32;26;20;30;24;32;26;28;20;32;28;16
63844;0;3350;6;-59;59;2542.866943;1;-81;-790;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.6;23;18;18;18;20;30;24;20;28;24;32;24;26;18;32;26;18
64343;0;3350;6;-59;59;2539.584473;1;-82;-838;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.9;23;26;20;28;16;28;26;20;30;26;32;22;26;18;34;30;20
64842;0;3350;6;-59;59;2539.616455;1;-82;-838;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.6;23;20;20;28;16;32;26;22;32;24;32;18;26;22;30;26;16
65341;0;3350;6;-59;59;2539.949219;1;-82;-838;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.9;23;20;20;18;26;30;26;24;30;22;32;22;24;14;36;22;16
65840;0;3350;6;-59;59;2541.893066;1;-82;-838;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.6;23;20;18;20;18;32;24;22;30;24;32;24;28;20;32;26;18
66339;0;3350;6;-59;59;2544.755615;1;-78;-830;0.0;23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.9;23;20;18;22;22;28;26;20;30;22;34;24;26;20;36;24;16
66838;0;3350;6;-59;59;2543.634766;1;-80;-840;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.9;23;18;18;22;14;28;26;20;30;24;32;24;28;20;42;28;18
67337;0;3350;6;-59;59;2548.481934;1;-81;-854;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;6.0;23;18;20;20;12;30;26;22;30;36;30;24;26;20;36;26;18
67836;0;3350;6;-59;59;2543.648682;1;-81;-855;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.9;23;20;18;30;16;22;26;20;30;26;32;24;24;18;34;26;16
68335;0;3350;6;-59;59;2542.537842;1;-82;-820;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;6.1;23;18;18;30;16;22;26;26;30;20;32;30;26;16;36;22;18
68834;0;3350;6;-59;59;2537.105469;1;-82;-823;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.8;23;20;20;22;16;34;26;24;30;22;32;28;24;10;34;22;18
69333;0;3350;6;-59;59;2538.122314;1;-82;-784;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;6.0;23;22;20;20;12;30;26;26;32;26;30;32;26;16;36;24;18
69832;0;3350;6;-59;59;2538.790771;1;-82;-858;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.8;23;18;18;18;16;32;26;22;30;22;32;30;26;18;36;24;16
70331;0;3350;6;-59;59;2540.530518;1;-82;-839;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;6.2;23;16;18;18;16;30;24;22;30;34;20;26;28;24;38;26;20
70830;0;3350;6;-59;59;2543.094971;1;-81;-855;0.0;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.8;23;20;18;20;16;32;26;22;30;34;22;22;26;18;42;24;18
71329;0;3350;6;-59;59;2546.357178;1;-81;-821;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;939276;2148184;53;5.9;23;20;20;18;24;28;28;20;30;32;20;28;26;18;32;26;16
